ID_Equipo,Fecha_Servicio,Ciudad,Sector_Industrial,Magnitud,Tipo_Instrumento,Temp_Ambiente_C,Humedad_Relativa_perc,Presion_Barometrica_hPa,Incertidumbre,Error_Encontrado,Dias_Desde_Ultima_Calibracion,Estado_Final
EQ-4583-0194,2025-11-06,Quito,Farmacéutico,Presión,Vacuómetro,18.7,68.7,736.1,0.09,1.68,336.0,No Cumple
EQ-9468-0195,2026-03-27,Quito,Farmacéutico,Masa,Balanza de precisión,15.4,56.3,738.6,0.030,0.009,320.0,Cumple
EQ-3256-0196,2026-02-21,Quito,Petrolero,Presión,Transmisor de presión,15.8,51.4,728.9,0.15,0.41,394.0,No Cumple
EQ-3627-0197,2025-11-26,Guayaquil,Alimentos,Temperatura,Estufa de incubación,27.0,77.8,1011.3,0.05,0.21,340.0,Cumple
EQ-4047-0198,2026-01-28,Quito,Manufactura,Masa,Balanza analítica,17.6,55.4,736.7,0.022,0.023,369.0,Cumple
EQ-7389-0199,2025-11-11,Guayaquil,Farmacéutico,Presión,Manómetro analógico,32.4,82.7,1012.4,0.14,0.40,611.0,No Cumple
EQ-5469-0200,2025-10-15,Cuenca,Alimentos,Presión,Manómetro analógico,15.1,58.0,750.4,0.09,0.96,971.0,No Cumple
EQ-7969-0201,2026-06-28,Guayaquil,Farmacéutico,Presión,Manómetro analógico,24.6,78.4,1008.5,0.07,0.21,477.0,Cumple
EQ-9732-0202,2026-04-29,Cuenca,Alimentos,Volumen,Pipeta de pistón,16.3,68.3,748.4,0.008,0.012,362.0,Cumple
EQ-7784-0203,2026-02-12,Cuenca,Farmacéutico,Presión,Manómetro analógico,13.7,55.0,751.5,0.10,0.26,333.0,Cumple
EQ-2288-0204,2025-09-22,Quito,Manufactura,Masa,Balanza analítica,17.4,59.9,728.7,0.026,0.021,373.0,Cumple
EQ-7278-0205,31/12/2025,Guayaquil,Alimentos,Masa,Balanza analítica,29.4,77.1,1014.2,0.032,0.049,365.0,Cumple
EQ-5995-0206,2026-03-22,Quito,Petrolero,Masa,Balanza analítica,19.4,53.2,736.6,0.030,0.030,436.0,Cumple
EQ-4067-0207,2025-12-06,Guayaquil,Farmacéutico,Presión,Transmisor de presión,25.7,76.9,1015.2,0.11,0.14,445.0,Cumple
EQ-6637-0208,2025-11-13,Cuenca,Alimentos,Presión,Vacuómetro,14.7,64.2,751.7,0.10,0.31,362.0,Cumple
EQ-3862-0209,2025-12-07,Guayaquil,Farmacéutico,Temperatura,Termocupla,29.3,86.5,1013.4,0.03,0.13,384.0,Cumple
EQ-5316-0210,2025-08-26,Quito,Petrolero,Presión,Transmisor de presión,18.1,64.0,736.8,0.09,0.41,341.0,No Cumple
EQ-8600-0211,2026-05-07,Guayaquil,Alimentos,Masa,Balanza analítica,,,,0.026,0.038,,No Cumple
EQ-9152-0212,2025.11.04,Guayaquil,Alimentos,Volumen,Pipeta de pistón,29.8,66.6,1015.2,0.006,0.018,391.0,Cumple
EQ-7811-0213,2025-07-01,Manta,Alimentos,Temperatura,Estufa de incubación,26.2,74.4,1013.4,0.05,0.15,366.0,Cumple
EQ-5713-0214,2025-10-10,Guayaquil,Alimentos,Temperatura,Estufa de incubación,29.0,81.5,1013.9,0.06,0.19,325.0,Cumple
EQ-8662-0215,2026-05-04,Cuenca,Alimentos,Presión,Transmisor de presión,14.0,54.8,745.8,0.15,3.66,507.0,Cumple
EQ-3899-0216,2026-05-01,Quito,Petrolero,Temperatura,Termómetro digital,18.6,53.5,733.6,0.06,0.16,377.0,Cumple
EQ-6337-0217,2025-12-20,Quito,Alimentos,Volumen,Matraz aforado,16.6,59.1,731.6,0.009,0.009,366.0,Cumple
EQ-9508-0218,2026-06-22,Quito,Manufactura,Temperatura,Termómetro digital,16.6,62.6,733.2,0.03,0.15,442.0,Cumple
EQ-8897-0219,2025-12-10,Guayaquil,Alimentos,Temperatura,Termómetro digital,31.1,81.9,1011.2,0.05,0.21,346.0,Cumple
EQ-8284-0220,2026-05-23,Quito,Alimentos,Presión,Manómetro analógico,17.4,55.1,735.4,0.10,0.42,360.0,No Cumple
EQ-2967-0221,2025-09-01,Quito,Alimentos,Volumen,Matraz aforado,16.1,54.6,735.6,0.010,0.025,730.0,Cumple
EQ-9638-0222,2026-06-04,Guayaquil,Alimentos,Volumen,Bureta digital,25.2,76.6,1014.3,0.009,0.015,387.0,Cumple
EQ-9596-0223,2025-12-20,Quito,Alimentos,Volumen,Bureta digital,16.3,66.2,737.5,0.008,0.021,688.0,Cumple
EQ-5486-0224,2026-01-24,Quito,Petrolero,Masa,Balanza industrial,16.0,54.4,733.1,0.025,0.021,546.0,Cumple
EQ-2549-0225,2026-05-28,Manta,Alimentos,Volumen,Matraz aforado,25.8,73.9,1011.4,0.010,0.016,400.0,Cumple
EQ-4511-0226,2026-02-03,Guayaquil,Alimentos,Masa,Balanza industrial,28.5,75.7,1011.4,0.026,0.067,342.0,No Cumple
EQ-4790-0227,2026-05-10,Guayaquil,Alimentos,Temperatura,Termocupla,25.2,77.8,1011.8,0.05,3.30,636.0,No Cumple
EQ-1080-0228,2026-02-22,Cuenca,Manufactura,Masa,Balanza analítica,15.1,64.0,752.9,0.026,0.013,392.0,Cumple
EQ-2525-0229,2026-05-08,Cuenca,Alimentos,Volumen,Pipeta de pistón,16.5,55.0,751.4,0.008,0.021,351.0,Cumple
EQ-8440-0230,2026-01-09,Guayaquil,Farmacéutico,Temperatura,Estufa de incubación,26.4,78.0,1009.5,0.04,0.20,448.0,Cumple
EQ-6413-0231,2026-06-11,Quito,Manufactura,Masa,Balanza de precisión,19.4,48.5,734.1,0.024,0.018,338.0,Cumple
EQ-7684-0232,2025-08-24,Manta,Alimentos,Presión,Manómetro analógico,25.9,74.4,1010.2,0.12,0.41,899.0,No Cumple
EQ-9930-0233,2026-01-07,Guayaquil,Alimentos,Masa,Balanza industrial,28.2,84.4,1011.1,0.022,0.038,333.0,Cumple
EQ-3989-0234,2026-02-06,Quito,Alimentos,Presión,Manómetro analógico,16.8,46.5,734.6,0.11,0.40,363.0,No Cumple
EQ-1445-0235,2026-06-14,Guayaquil,Manufactura,Temperatura,Estufa de incubación,27.5,78.5,1009.6,0.05,0.23,314.0,Cumple
EQ-6766-0236,2026-02-17,Quito,Manufactura,Masa,Balanza industrial,,,,0.018,0.029,,Cumple
EQ-3568-0237,2026-04-26,Guayaquil,Alimentos,Masa,Balanza industrial,27.2,79.4,1011.6,0.034,0.051,346.0,Cumple
EQ-6762-0238,2025-12-14,Manta,Petrolero,Temperatura,Termómetro digital,23.1,78.0,1013.1,0.06,0.23,400.0,Cumple
EQ-9820-0239,2026-04-18,Guayaquil,Alimentos,Temperatura,Estufa de incubación,26.7,79.7,1013.2,0.06,0.22,341.0,Cumple
EQ-4547-0240,2026-01-10,Guayaquil,Alimentos,Volumen,Pipeta de pistón,32.1,81.9,1012.1,0.007,0.016,398.0,Cumple
EQ-2797-0241,2025-12-31,Guayaquil,Manufactura,Volumen,Pipeta de pistón,23.9,74.7,1011.8,0.007,0.010,292.0,Cumple
EQ-5595-0242,2025-07-08,Quito,Alimentos,Presión,Vacuómetro,16.1,53.6,735.7,0.09,0.40,334.0,Cumple
EQ-4513-0243,2025-12-30,Guayaquil,Alimentos,Volumen,Pipeta de pistón,25.9,81.9,1010.7,0.010,0.014,391.0,Cumple
EQ-5828-0244,2026-01-14,Manta,Alimentos,Presión,Vacuómetro,28.2,86.4,1010.7,0.14,0.09,335.0,Cumple
EQ-5392-0245,2025-12-27,Quito,Farmacéutico,Presión,Transmisor de presión,15.6,59.4,737.7,0.12,0.74,639.0,No Cumple
EQ-3172-0246,2025-11-06,Quito,Petrolero,Temperatura,Termómetro digital,17.3,59.4,731.3,0.06,0.25,620.0,Cumple
EQ-2662-0247,2026-03-03,Guayaquil,Alimentos,Presión,Transmisor de presión,25.2,80.3,1012.6,0.17,0.33,696.0,Cumple
EQ-5320-0248,2025-07-06,Quito,Alimentos,Masa,Balanza analítica,17.0,54.5,730.7,0.027,0.017,347.0,Cumple
EQ-2579-0249,2026-01-01,Quito,Farmacéutico,Presión,Manómetro analógico,16.1,62.5,733.5,0.12,0.23,296.0,Cumple
EQ-8144-0250,2026-01-28,Manta,Manufactura,Temperatura,Termocupla,26.8,72.1,1013.3,0.03,0.13,368.0,Cumple
EQ-3806-0251,2026-02-24,Quito,Manufactura,Temperatura,Termocupla,18.8,50.9,736.9,0.07,0.25,478.0,Cumple
EQ-2737-0252,2025-07-23,Guayaquil,Alimentos,Volumen,Bureta digital,22.7,73.6,1011.9,0.008,0.009,327.0,Cumple
EQ-1990-0253,2026-05-05,Guayaquil,Farmacéutico,Presión,Manómetro analógico,27.8,78.1,1012.5,0.13,0.16,378.0,Cumple
EQ-6836-0254,2025-07-12,Quito,Petrolero,Masa,Balanza de precisión,17.4,55.6,736.9,0.027,0.038,444.0,No Cumple
EQ-4039-0255,2026-06-29,Quito,Manufactura,Presión,Vacuómetro,18.1,53.8,731.2,0.13,0.19,350.0,Cumple
EQ-2741-0256,2025-11-28,Quito,Manufactura,Masa,Balanza industrial,14.8,52.1,729.2,0.023,0.026,582.0,Cumple
EQ-9300-0257,2026-04-03,Quito,Petrolero,Temperatura,Termocupla,17.5,61.9,733.1,0.06,0.53,463.0,No Cumple
EQ-6137-0258,2026-04-05,Quito,Farmacéutico,Masa,Balanza analítica,14.8,63.9,734.8,0.030,0.050,701.0,Cumple
EQ-5534-0259,2025-07-28,Cuenca,Alimentos,Volumen,Matraz aforado,15.2,63.5,750.2,0.009,0.021,333.0,Cumple
EQ-2047-0260,2025-08-29,Guayaquil,Alimentos,Presión,Transmisor de presión,26.5,80.1,1011.7,0.11,0.10,387.0,Cumple
EQ-5768-0261,2025-12-17,Cuenca,Manufactura,Temperatura,Termómetro digital,14.5,54.9,750.6,0.04,0.19,382.0,Cumple
EQ-6154-0262,2026-02-07,Manta,Manufactura,Temperatura,Estufa de incubación,23.2,71.7,1015.1,0.05,0.22,491.0,Cumple
EQ-3644-0263,2025-11-11,Guayaquil,Alimentos,Masa,Balanza industrial,25.2,86.5,1013.5,0.029,0.053,333.0,Cumple
EQ-5273-0264,2026-01-13,Guayaquil,Farmacéutico,Presión,Manómetro analógico,29.2,80.1,1008.7,0.16,0.18,326.0,Cumple
EQ-5196-0265,2025-12-01,Guayaquil,Farmacéutico,Volumen,Matraz aforado,26.3,72.6,1010.8,0.008,0.029,390.0,No Cumple
EQ-2030-0266,2026-06-29,Quito,Farmacéutico,Volumen,Bureta digital,18.9,54.6,732.2,0.009,0.010,355.0,Cumple
EQ-1227-0267,2025-11-09,Cuenca,Farmacéutico,Volumen,Bureta digital,15.0,60.1,751.7,0.006,0.018,333.0,Cumple
EQ-7744-0268,2025-07-02,Quito,Alimentos,Volumen,Matraz aforado,18.3,49.5,732.5,0.008,0.019,346.0,Cumple
EQ-5211-0269,2025-10-14,Guayaquil,Alimentos,Temperatura,Termocupla,23.4,83.5,1016.7,0.04,0.16,388.0,Cumple
EQ-7791-0270,2025-10-20,Guayaquil,Alimentos,Temperatura,Termocupla,25.8,77.4,1011.5,0.06,0.18,326.0,Cumple
EQ-1252-0271,2025-07-30,Quito,Petrolero,Volumen,Bureta digital,16.1,53.3,735.8,0.009,0.026,604.0,Cumple
EQ-1938-0272,2025-08-09,Quito,Alimentos,Presión,Manómetro analógico,17.3,59.7,734.2,0.13,0.69,942.0,No Cumple
EQ-2580-0273,2025-10-26,Manta,Petrolero,Temperatura,Termocupla,26.2,69.3,1010.5,0.05,0.65,796.0,No Cumple
EQ-4853-0274,2025-09-29,Cuenca,Manufactura,Presión,Vacuómetro,16.5,54.6,746.6,0.16,0.27,397.0,No Cumple
EQ-1376-0275,2025-07-26,Manta,Manufactura,Temperatura,Estufa de incubación,23.2,72.8,1012.8,0.03,0.29,669.0,Cumple
EQ-6077-0276,2026-06-28,Quito,Farmacéutico,Temperatura,Termómetro digital,16.4,62.6,737.7,0.05,0.11,309.0,Cumple
EQ-3015-0277,2026-01-04,Quito,Petrolero,Volumen,Bureta digital,16.9,62.3,733.9,0.007,0.011,328.0,Cumple
EQ-2537-0278,2026-05-13,Quito,Manufactura,Masa,Balanza industrial,12.8,58.0,734.9,0.026,0.024,367.0,Cumple
EQ-6739-0279,2026-04-03,Guayaquil,Manufactura,Volumen,Bureta digital,30.4,83.8,1012.5,0.008,0.008,350.0,Cumple
EQ-6160-0280,2026-02-19,Guayaquil,Alimentos,Temperatura,Termocupla,25.2,85.6,1012.6,0.06,0.37,544.0,Cumple
EQ-8471-0281,2025-08-22,Guayaquil,Manufactura,Volumen,Bureta digital,,,,0.010,0.011,,Cumple
EQ-1622-0282,2026-06-12,Quito,Alimentos,Temperatura,Estufa de incubación,18.2,54.5,735.2,0.05,0.20,344.0,Cumple
EQ-7622-0283,2026-05-10,Quito,Manufactura,Presión,Manómetro analógico,19.2,55.1,734.6,0.08,0.29,350.0,Cumple
EQ-6178-0284,2026-04-01,Quito,Petrolero,Temperatura,Termómetro digital,16.6,52.3,734.4,0.05,0.21,384.0,Cumple
EQ-4532-0285,2026-03-22,Guayaquil,Manufactura,Masa,Balanza industrial,26.8,79.0,1011.8,0.026,0.092,781.0,No Cumple
EQ-8580-0286,2026-05-21,Cuenca,Alimentos,Presión,Transmisor de presión,12.4,60.8,759.0,0.14,0.91,709.0,No Cumple
EQ-7981-0287,2026-05-13,Manta,Alimentos,Volumen,Bureta digital,25.0,74.4,1011.9,0.008,0.006,353.0,Cumple
EQ-2956-0288,2025-07-28,Quito,Petrolero,Temperatura,Termocupla,18.1,63.3,734.8,0.04,0.22,512.0,Cumple
EQ-7130-0289,2025-11-26,Quito,Manufactura,Masa,Balanza analítica,18.1,54.1,732.7,0.023,0.023,337.0,Cumple
EQ-9212-0290,2025-09-03,Guayaquil,Alimentos,Temperatura,Estufa de incubación,28.7,78.2,1012.8,0.04,0.26,359.0,Cumple
EQ-5121-0291,2025-08-25,Manta,Manufactura,Temperatura,Termómetro digital,28.8,76.0,1008.6,0.05,0.22,456.0,Cumple
EQ-7374-0292,2026-01-31,Guayaquil,Manufactura,Volumen,Pipeta de pistón,28.7,73.1,1010.5,0.009,0.017,350.0,Cumple
EQ-5782-0293,2025-10-26,Cuenca,Farmacéutico,Temperatura,Termocupla,16.2,57.3,750.2,0.04,0.36,430.0,Cumple
EQ-6837-0294,2025.08.29,Quito,Petrolero,Presión,Vacuómetro,15.8,62.7,734.1,0.12,0.50,352.0,No Cumple
EQ-1944-0295,2026-06-21,Guayaquil,Alimentos,Presión,Transmisor de presión,28.0,74.1,1014.9,0.12,0.14,318.0,Cumple
EQ-8155-0296,2025-08-04,Quito,Farmacéutico,Temperatura,Termocupla,18.0,58.8,735.1,0.05,0.25,426.0,Cumple
EQ-1387-0297,2025-08-23,Quito,Farmacéutico,Masa,Balanza industrial,16.8,62.1,735.6,0.029,0.022,377.0,Cumple
EQ-5610-0298,2025-08-06,Guayaquil,Manufactura,Masa,Balanza de precisión,24.4,78.4,1010.2,0.022,0.087,350.0,No Cumple
EQ-6415-0299,2026.04.28,Quito,Alimentos,Presión,Manómetro analógico,16.9,47.5,736.0,0.17,0.39,379.0,No Cumple
EQ-5744-0300,2026-01-15,Guayaquil,Manufactura,Masa,Balanza industrial,28.3,82.2,1013.6,0.022,0.035,439.0,Cumple
EQ-3004-0301,2025-07-19,Quito,Alimentos,Temperatura,Termocupla,16.7,60.2,736.7,0.04,0.19,325.0,Cumple
EQ-5865-0302,2025-09-09,Cuenca,Alimentos,Temperatura,Termómetro digital,16.1,56.2,748.5,0.06,0.13,353.0,Cumple
EQ-7826-0303,2026-02-11,Manta,Petrolero,Presión,Manómetro analógico,22.5,76.6,1013.4,0.14,0.26,437.0,Cumple
EQ-6224-0304,2026-04-14,Quito,Alimentos,Masa,Balanza industrial,18.9,48.4,740.7,0.031,0.019,320.0,Cumple
EQ-1332-0305,2025-07-13,Quito,Alimentos,Volumen,Pipeta de pistón,15.5,46.6,737.7,0.007,0.015,367.0,Cumple
EQ-9882-0306,2025-11-24,Cuenca,Manufactura,Masa,Balanza analítica,15.3,52.3,746.2,0.024,0.041,532.0,No Cumple
EQ-6611-0307,2026-01-26,Manta,Petrolero,Presión,Manómetro analógico,23.8,67.0,1011.3,0.14,0.21,343.0,No Cumple
EQ-4234-0308,2026-01-06,Guayaquil,Farmacéutico,Volumen,Bureta digital,31.3,87.2,1009.2,0.007,0.012,387.0,Cumple
EQ-1919-0309,2026-04-12,Guayaquil,Alimentos,Masa,Balanza analítica,27.0,77.7,1008.2,0.027,0.042,365.0,No Cumple
EQ-2844-0310,2026-06-12,Guayaquil,Manufactura,Presión,Transmisor de presión,23.8,74.1,1009.2,0.14,0.14,325.0,Cumple
EQ-3656-0311,2026-02-11,Quito,Petrolero,Volumen,Bureta digital,17.9,48.7,733.3,0.009,0.013,361.0,Cumple
EQ-3010-0312,2025-10-06,Guayaquil,Alimentos,Masa,Balanza industrial,29.2,75.7,1012.2,0.021,0.038,322.0,Cumple
EQ-2937-0313,2025-07-27,Guayaquil,Manufactura,Volumen,Pipeta de pistón,26.5,77.7,1012.7,0.008,0.010,379.0,Cumple
EQ-1611-0314,2026-01-29,Manta,Petrolero,Volumen,Pipeta de pistón,23.0,82.5,1008.7,0.007,0.016,457.0,Cumple
EQ-3059-0315,2025-12-07,Quito,Alimentos,Presión,Transmisor de presión,16.9,52.8,736.9,0.10,0.29,382.0,Cumple
EQ-9562-0316,2025-09-15,Quito,Alimentos,Presión,Vacuómetro,17.2,52.4,730.5,0.10,0.53,382.0,No Cumple
EQ-6800-0317,2025-11-14,Guayaquil,Manufactura,Temperatura,Termocupla,28.5,74.2,1008.8,0.04,0.20,344.0,Cumple
EQ-5951-0318,2026-05-24,Guayaquil,Farmacéutico,Presión,Vacuómetro,24.6,79.5,1010.3,0.17,0.21,325.0,Cumple
EQ-1471-0319,2026-04-01,Guayaquil,Alimentos,Masa,Balanza de precisión,29.6,77.9,1010.6,0.030,0.035,316.0,No Cumple
EQ-7959-0320,2025-09-23,Guayaquil,Farmacéutico,Masa,Balanza industrial,,,,0.028,0.100,,No Cumple
EQ-3069-0321,2026-05-07,Quito,Farmacéutico,Masa,Balanza analítica,19.1,51.6,735.1,0.028,0.044,566.0,No Cumple
EQ-6832-0322,2026-01-20,Quito,Alimentos,Masa,Balanza de precisión,16.5,58.2,732.0,0.020,0.017,347.0,Cumple
EQ-7804-0323,25/07/2025,Quito,Petrolero,Volumen,Bureta digital,14.5,41.4,738.7,0.009,0.014,381.0,Cumple
EQ-7293-0324,2025-08-05,Quito,Alimentos,Temperatura,Termocupla,13.5,56.5,736.0,0.02,0.13,460.0,Cumple
EQ-7179-0325,2026-02-18,Quito,Alimentos,Temperatura,Termocupla,16.6,51.6,740.3,0.05,0.29,459.0,Cumple
EQ-4920-0326,2026-04-20,Guayaquil,Farmacéutico,Masa,Balanza industrial,26.1,70.5,1012.0,0.022,0.020,348.0,Cumple
EQ-7897-0327,2026-01-28,Quito,Manufactura,Temperatura,Estufa de incubación,17.2,53.0,738.7,0.06,0.31,630.0,Cumple
EQ-4597-0328,2026-03-02,Quito,Farmacéutico,Presión,Transmisor de presión,17.7,57.1,730.0,0.12,0.29,405.0,Cumple
EQ-3051-0329,2026-02-11,Quito,Alimentos,Temperatura,Estufa de incubación,18.5,59.2,738.9,0.04,0.21,376.0,Cumple
EQ-4005-0330,2026-05-22,Cuenca,Alimentos,Temperatura,Estufa de incubación,15.5,59.2,752.0,0.04,0.19,361.0,Cumple
EQ-9895-0331,2026-05-22,Quito,Petrolero,Masa,Balanza de precisión,17.8,56.3,735.3,0.028,0.021,498.0,Cumple
EQ-1465-0332,2025-09-14,Guayaquil,Farmacéutico,Temperatura,Termómetro digital,24.6,73.2,1013.8,0.06,0.25,386.0,Cumple
EQ-9869-0333,2025-07-01,Guayaquil,Alimentos,Masa,Balanza analítica,27.5,75.1,1011.4,0.021,0.161,587.0,No Cumple
EQ-7502-0334,2025-11-25,Manta,Manufactura,Masa,Balanza de precisión,22.2,73.5,1010.2,0.028,0.026,365.0,Cumple
EQ-5177-0335,2025-08-18,Cuenca,Manufactura,Presión,Transmisor de presión,16.5,66.7,749.5,0.10,0.41,378.0,No Cumple
EQ-3419-0336,2025-09-04,Guayaquil,Manufactura,Volumen,Matraz aforado,29.0,66.7,1009.5,0.008,0.026,516.0,Cumple
EQ-4739-0337,2026-02-06,Guayaquil,Farmacéutico,Volumen,Pipeta de pistón,25.7,77.2,1015.1,0.007,0.016,472.0,Cumple
EQ-1382-0338,2025-10-07,Guayaquil,Alimentos,Volumen,Matraz aforado,25.3,78.5,1013.4,0.007,0.020,357.0,Cumple
EQ-1271-0339,2025-11-16,Manta,Petrolero,Volumen,Bureta digital,24.2,60.9,1012.4,0.010,0.018,374.0,Cumple
EQ-5535-0340,2026-02-22,Quito,Petrolero,Volumen,Pipeta de pistón,12.8,52.4,742.4,0.007,0.015,343.0,Cumple
EQ-9866-0341,2026-03-26,Manta,Alimentos,Masa,Balanza industrial,23.4,77.0,1010.1,0.017,0.048,345.0,No Cumple
EQ-8845-0342,2026-05-15,Quito,Manufactura,Volumen,Matraz aforado,15.2,57.1,738.8,0.006,0.020,408.0,Cumple
EQ-7846-0343,2025-09-16,Guayaquil,Alimentos,Temperatura,Termómetro digital,26.2,77.7,1005.1,0.05,0.52,444.0,No Cumple
EQ-5322-0344,2025-10-14,Guayaquil,Alimentos,Volumen,Pipeta de pistón,25.9,71.2,1013.4,0.007,0.028,336.0,Cumple
EQ-6156-0345,2025-12-12,Guayaquil,Manufactura,Volumen,Matraz aforado,26.2,83.7,1007.6,0.008,0.015,378.0,Cumple
EQ-3271-0346,2025-09-20,Quito,Alimentos,Volumen,Matraz aforado,15.7,66.5,736.2,0.011,0.019,344.0,Cumple
EQ-2465-0347,2026-06-19,Quito,Alimentos,Volumen,Bureta digital,15.1,50.3,736.0,0.008,0.010,304.0,Cumple
EQ-3937-0348,2025-11-29,Quito,Manufactura,Presión,Manómetro analógico,19.2,51.0,737.0,0.12,0.62,394.0,No Cumple
EQ-1622-0349,2025-07-16,Manta,Alimentos,Temperatura,Termocupla,25.9,73.8,1013.0,0.04,0.43,471.0,Cumple
EQ-9422-0350,2025-08-22,Manta,Alimentos,Presión,Manómetro analógico,22.1,73.6,1009.6,0.14,0.16,342.0,Cumple
EQ-5345-0351,2025-10-07,Quito,Alimentos,Masa,Balanza de precisión,18.4,72.1,732.1,0.027,0.014,371.0,Cumple
EQ-6582-0352,2026-02-24,Quito,Alimentos,Presión,Vacuómetro,17.9,53.0,730.9,0.10,0.31,334.0,Cumple
EQ-9527-0353,2026-01-14,Guayaquil,Alimentos,Presión,Manómetro analógico,26.8,80.9,1011.2,0.12,0.19,568.0,Cumple
EQ-6201-0354,2025-08-09,Quito,Farmacéutico,Volumen,Matraz aforado,17.4,54.4,736.7,0.008,0.010,368.0,Cumple
EQ-1921-0355,2026-01-01,Manta,Petrolero,Temperatura,Estufa de incubación,25.1,74.7,1011.5,0.06,1.14,311.0,No Cumple
EQ-1186-0356,2026-01-17,Quito,Farmacéutico,Masa,Balanza industrial,17.7,72.3,737.7,0.028,0.015,318.0,Cumple
EQ-4978-0357,2025-08-08,Guayaquil,Petrolero,Volumen,Pipeta de pistón,27.8,74.6,1006.2,0.007,0.024,396.0,Cumple
EQ-8709-0358,2025-07-06,Cuenca,Farmacéutico,Presión,Manómetro analógico,13.0,63.2,748.9,0.14,0.36,333.0,No Cumple
EQ-1955-0359,2026-01-04,Guayaquil,Alimentos,Temperatura,Termocupla,24.4,77.0,1011.0,0.06,0.18,365.0,Cumple
EQ-4634-0360,2026-04-22,Guayaquil,Manufactura,Volumen,Pipeta de pistón,25.3,76.7,1010.9,0.009,0.038,656.0,No Cumple
EQ-9333-0361,09/06/2026,Quito,Alimentos,Masa,Balanza analítica,13.9,50.6,734.1,0.024,0.054,486.0,No Cumple
EQ-3471-0362,2025-08-17,Quito,Alimentos,Temperatura,Estufa de incubación,15.6,71.5,733.9,0.04,0.84,324.0,No Cumple
EQ-7538-0363,2025-11-19,Guayaquil,Alimentos,Presión,Manómetro analógico,25.6,82.6,1009.3,0.09,0.17,312.0,Cumple
EQ-6897-0364,2026-04-09,Quito,Petrolero,Volumen,Pipeta de pistón,15.8,61.0,739.4,0.008,0.014,378.0,Cumple
EQ-4809-0365,2025-10-21,Quito,Manufactura,Presión,Transmisor de presión,16.3,60.0,731.2,0.09,0.48,317.0,No Cumple
EQ-5518-0366,2025-10-08,Guayaquil,Alimentos,Masa,Balanza analítica,26.9,78.2,1011.5,0.022,0.067,628.0,No Cumple
EQ-6630-0367,2025-12-22,Quito,Petrolero,Temperatura,Termocupla,16.0,61.5,735.6,0.06,0.12,364.0,Cumple
EQ-4292-0368,2025-11-09,Guayaquil,Petrolero,Presión,Transmisor de presión,30.1,75.6,1010.3,0.11,0.22,442.0,Cumple
EQ-7139-0369,2025-08-17,Quito,Alimentos,Masa,Balanza industrial,15.6,56.8,735.3,0.024,0.026,436.0,Cumple
EQ-6883-0370,2025-12-03,Quito,Farmacéutico,Temperatura,Termocupla,20.3,54.6,734.4,0.03,0.21,378.0,Cumple
EQ-8524-0371,2026-04-02,Guayaquil,Alimentos,Masa,Balanza industrial,25.2,78.6,1013.8,0.027,0.168,429.0,No Cumple
EQ-8496-0372,2026-04-14,Guayaquil,Manufactura,Presión,Transmisor de presión,,,,0.14,0.17,,Cumple
EQ-9991-0373,2025-08-26,Quito,Alimentos,Masa,Balanza analítica,18.2,53.4,733.2,0.025,0.027,550.0,Cumple
EQ-8767-0374,2026-04-05,Guayaquil,Petrolero,Presión,Vacuómetro,23.1,73.2,1012.1,0.17,0.11,346.0,Cumple
EQ-6114-0375,2025-08-07,Guayaquil,Manufactura,Temperatura,Termómetro digital,25.1,75.3,1009.4,0.07,0.13,320.0,Cumple
EQ-4078-0376,2026-06-19,Manta,Alimentos,Presión,Manómetro analógico,25.0,74.3,1010.5,0.14,0.60,344.0,No Cumple
EQ-3593-0377,2025-10-24,Cuenca,Alimentos,Masa,Balanza de precisión,15.9,62.5,750.3,0.021,0.022,362.0,Cumple
EQ-7726-0378,2026-02-23,Quito,Manufactura,Volumen,Bureta digital,14.0,54.8,733.7,0.008,0.010,410.0,Cumple
EQ-3519-0379,2026-04-12,Quito,Alimentos,Temperatura,Termómetro digital,16.6,53.9,735.3,0.06,0.17,337.0,Cumple
EQ-8943-0380,2025-12-26,Quito,Farmacéutico,Masa,Balanza de precisión,17.7,51.9,735.7,0.028,0.020,414.0,Cumple
EQ-1087-0381,2025-09-09,Quito,Alimentos,Presión,Manómetro analógico,16.9,55.8,731.6,0.10,0.17,365.0,Cumple
EQ-6807-0382,2025-09-26,Guayaquil,Alimentos,Masa,Balanza analítica,25.3,81.5,1014.3,0.018,0.041,327.0,Cumple
EQ-9572-0383,2025-09-15,Quito,Petrolero,Masa,Balanza de precisión,19.2,62.5,736.6,0.025,0.021,346.0,Cumple
EQ-7690-0384,2025-10-08,Guayaquil,Manufactura,Volumen,Pipeta de pistón,26.4,79.5,1014.1,0.007,0.010,322.0,Cumple
EQ-1614-0385,2026-04-09,Quito,Petrolero,Masa,Balanza industrial,15.5,53.4,733.4,0.023,0.024,417.0,Cumple
EQ-3827-0386,2025-11-07,Cuenca,Manufactura,Masa,Balanza analítica,15.9,60.3,750.8,0.030,0.020,366.0,Cumple
EQ-2379-0387,2026-06-15,Quito,Petrolero,Volumen,Pipeta de pistón,13.5,53.5,739.2,0.008,0.012,336.0,Cumple
EQ-5899-0388,2025-08-31,Guayaquil,Alimentos,Masa,Balanza de precisión,24.2,76.5,1012.9,0.022,0.039,366.0,Cumple
